"var","nsplits","optim_value","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","score","uniq_split","iter","forest"
4,9,1.36081619668727e-18,3.3,1.9,4.5,4.5,1.7,4.5,1.5,4.5,4.1,NA,0.4333,0.1833,0.1116,0.0914,0.0728,0.0608,0.0294,0.0142,0.0032,NA,1.36081619668727e-14,6,8,"Forest_disc_NLD50"
4,10,1.28531773603351e-07,4.2,2.3,1.5,2.1,1.6,1.7,1.5,2.8,1.6,3.1,0.5145,0.3667,0.0542,0.0456,0.0051,0.0044,0.0036,0.0027,0.0021,0.0011,0.128531773603351,8,8,"Forest_disc_NLD50"
5,2,8.6217112346929e-08,2,3.1,NA,NA,NA,NA,NA,NA,NA,NA,0.5927,0.4073,NA,NA,NA,NA,NA,NA,NA,NA,8.6217112346929e-08,2,8,"Forest_disc_NLD50"
5,3,7.67527408050832e-31,2.5,1.6,3.5,NA,NA,NA,NA,NA,NA,NA,0.6509,0.1955,0.1537,NA,NA,NA,NA,NA,NA,NA,7.67527408050832e-30,3,8,"Forest_disc_NLD50"
5,4,2.43623708619903e-08,2.1,2.8,3.4,1.5,NA,NA,NA,NA,NA,NA,0.4825,0.2627,0.1643,0.0905,NA,NA,NA,NA,NA,NA,2.43623708619903e-06,4,8,"Forest_disc_NLD50"
5,5,6.07222202532587e-08,1.9,3.2,2.6,2,2.7,NA,NA,NA,NA,NA,0.402,0.2919,0.1927,0.0884,0.025,NA,NA,NA,NA,NA,6.07222202532587e-05,5,8,"Forest_disc_NLD50"
5,6,6.92667334731963e-08,1.9,2.9,3.2,3.3,3.4,2.3,NA,NA,NA,NA,0.548,0.2321,0.1493,0.0391,0.0315,1e-04,NA,NA,NA,NA,0.000692667334731963,6,8,"Forest_disc_NLD50"
5,7,3.30155511296227e-08,1.8,2.6,3.5,3,1.9,2.3,2.9,NA,NA,NA,0.3849,0.3258,0.124,0.112,0.0294,0.0194,0.0046,NA,NA,NA,0.00330155511296227,7,8,"Forest_disc_NLD50"
5,8,2.8672687800276e-08,2.2,3.2,2.3,1.9,1.5,1.5,1.5,1.5,NA,NA,0.4407,0.3115,0.089,0.063,0.0435,0.0262,0.0191,0.007,NA,NA,2.8672687800276e-05,5,8,"Forest_disc_NLD50"
5,9,4.29444121539218e-08,1.9,2.5,3.1,2.8,3,3.5,3.4,3.1,2.9,NA,0.4324,0.1898,0.0955,0.0919,0.0647,0.0481,0.0409,0.0367,0,NA,0.00429444121539218,7,8,"Forest_disc_NLD50"
5,10,4.32474640600822e-08,2.1,3.2,1.7,2.5,2.4,1.6,1.5,2.5,2.4,1.6,0.4518,0.3206,0.0748,0.0519,0.034,0.0253,0.0189,0.0163,0.0063,0,0.00432474640600822,7,8,"Forest_disc_NLD50"
1,2,0.000352899629670813,1,12.6,NA,NA,NA,NA,NA,NA,NA,NA,0.7005,0.2996,NA,NA,NA,NA,NA,NA,NA,NA,0.000352899629670813,2,8,"Forest_disc_NLD100"
1,3,1.21370932677995e-30,4.2,1,29.9,NA,NA,NA,NA,NA,NA,NA,0.8886,0.0873,0.0241,NA,NA,NA,NA,NA,NA,NA,1.21370932677995e-29,3,8,"Forest_disc_NLD100"
1,4,9.4806125680096e-31,4,1,30.5,13.5,NA,NA,NA,NA,NA,NA,0.9186,0.0456,0.022,0.0139,NA,NA,NA,NA,NA,NA,9.4806125680096e-29,4,8,"Forest_disc_NLD100"
1,5,1.10318951161267e-16,4.1,4.8,1,30,2.1,NA,NA,NA,NA,NA,0.7829,0.1087,0.0843,0.0241,0,NA,NA,NA,NA,NA,1.10318951161267e-14,4,8,"Forest_disc_NLD100"
1,6,2.66130567048528e-32,4.1,1,2.7,30.5,16,20.5,NA,NA,NA,NA,0.8682,0.0512,0.0507,0.0218,0.0077,3e-04,NA,NA,NA,NA,2.66130567048528e-28,6,8,"Forest_disc_NLD100"
1,7,3.98770642842882e-33,4.1,4.4,4.1,1,30,3.2,1.6,NA,NA,NA,0.4384,0.2992,0.1318,0.0827,0.0241,0.0219,0.0019,NA,NA,NA,3.98770642842882e-29,6,8,"Forest_disc_NLD100"
1,8,1.27858740966949e-33,4.2,1,30.1,30.4,29.1,30.4,16.1,28.1,NA,NA,0.8939,0.0805,0.0112,0.0048,0.0039,0.0036,0.002,0,NA,NA,1.27858740966949e-29,6,8,"Forest_disc_NLD100"
1,9,2.16362191011063e-08,3.9,30.5,1,22.5,12,6.6,10.5,16.9,17.3,NA,0.9578,0.0203,0.0096,0.0066,0.0052,2e-04,2e-04,1e-04,0,NA,0.0216362191011063,8,8,"Forest_disc_NLD100"
1,10,2.34511980369656e-07,4.5,2.9,1.9,1,2.9,8.9,30.5,30.4,4.2,28.4,0.6525,0.1125,0.0688,0.067,0.0466,0.0305,0.022,0,0,0,0.00234511980369656,6,8,"Forest_disc_NLD100"
2,2,1.15130210038936e-08,45.9,69.4,NA,NA,NA,NA,NA,NA,NA,NA,0.5471,0.4529,NA,NA,NA,NA,NA,NA,NA,NA,1.15130210038936e-08,2,8,"Forest_disc_NLD100"
2,3,3.19332453239215e-09,62.8,43.7,76.7,NA,NA,NA,NA,NA,NA,NA,0.4612,0.4158,0.1231,NA,NA,NA,NA,NA,NA,NA,3.19332453239215e-08,3,8,"Forest_disc_NLD100"
2,4,1.87947802445841e-09,49,71.5,54.2,33.9,NA,NA,NA,NA,NA,NA,0.4344,0.346,0.1534,0.0662,NA,NA,NA,NA,NA,NA,1.87947802445841e-07,4,8,"Forest_disc_NLD100"
2,5,3.72189453236832e-11,48.8,57.7,74.9,35.4,62.7,NA,NA,NA,NA,NA,0.3162,0.2791,0.2023,0.1024,0.1,NA,NA,NA,NA,NA,3.72189453236832e-08,5,8,"Forest_disc_NLD100"
2,6,1.40251069362995e-10,55,74.7,37.6,49.7,67.9,41.2,NA,NA,NA,NA,0.4803,0.1971,0.1605,0.0875,0.0737,9e-04,NA,NA,NA,NA,1.40251069362995e-06,6,8,"Forest_disc_NLD100"
2,7,1.6632851204649e-09,58.5,39.2,81.1,70.1,51.5,38.1,32.5,NA,NA,NA,0.5708,0.1597,0.0802,0.0798,0.054,0.0391,0.0164,NA,NA,NA,0.00016632851204649,7,8,"Forest_disc_NLD100"
2,8,3.62448037946116e-11,65.8,48.8,52.9,54.9,77.2,36.3,63.3,34.2,NA,NA,0.2315,0.2002,0.1683,0.1253,0.1213,0.1209,0.0321,4e-04,NA,NA,3.62448037946116e-05,8,8,"Forest_disc_NLD100"
2,9,1.68857492899485e-10,75.2,61.6,52.6,49.7,47.9,41.4,60.6,34.3,60.4,NA,0.1882,0.1761,0.1375,0.117,0.0986,0.0888,0.0767,0.0608,0.0563,NA,0.00168857492899485,9,8,"Forest_disc_NLD100"
2,10,5.14722834832355e-09,62.3,46.4,56,40.7,57.3,32.3,84.1,83.5,60.9,67.4,0.394,0.12,0.1199,0.1092,0.0837,0.0584,0.0346,0.0295,0.027,0.0237,0.514722834832355,10,8,"Forest_disc_NLD100"
3,2,1.02206866941071e-07,1.7,3.3,NA,NA,NA,NA,NA,NA,NA,NA,0.5209,0.4791,NA,NA,NA,NA,NA,NA,NA,NA,1.02206866941071e-07,2,8,"Forest_disc_NLD100"
3,3,1.19863073891983e-09,3.5,1.5,2.4,NA,NA,NA,NA,NA,NA,NA,0.3574,0.3394,0.3032,NA,NA,NA,NA,NA,NA,NA,1.19863073891983e-08,3,8,"Forest_disc_NLD100"
3,4,3.25519743868858e-08,1.6,3.3,3.5,2.6,NA,NA,NA,NA,NA,NA,0.4432,0.2017,0.2004,0.1546,NA,NA,NA,NA,NA,NA,3.25519743868858e-06,4,8,"Forest_disc_NLD100"
3,5,1.8010315729167e-08,3.4,2.3,1.5,1.5,2.5,NA,NA,NA,NA,NA,0.4116,0.2475,0.177,0.1639,0,NA,NA,NA,NA,NA,1.8010315729167e-07,3,8,"Forest_disc_NLD100"
3,6,3.81049892735768e-11,1.5,2.5,3.5,3.5,2.4,1.5,NA,NA,NA,NA,0.3373,0.2074,0.1866,0.1549,0.1129,9e-04,NA,NA,NA,NA,3.81049892735768e-09,4,8,"Forest_disc_NLD100"
3,7,3.03008518129759e-08,1.6,3.3,2.4,3.5,3.2,3.5,3.4,NA,NA,NA,0.4194,0.2065,0.1592,0.114,0.0528,0.0482,1e-04,NA,NA,NA,0.000303008518129759,6,8,"Forest_disc_NLD100"
3,8,3.3523139823669e-08,1.6,3.4,3.5,2.3,3.2,2.3,2.9,2.8,NA,NA,0.4103,0.1937,0.1399,0.1252,0.0816,0.0243,0.0226,0.0024,NA,NA,0.0033523139823669,7,8,"Forest_disc_NLD100"
3,9,7.74976181511751e-08,1.7,3.4,2.9,1.6,2,2.3,2.7,1.5,2.6,NA,0.4549,0.4352,0.0359,0.0168,0.0168,0.016,0.0127,0.0103,0.0014,NA,0.774976181511751,9,8,"Forest_disc_NLD100"
3,10,3.36221328638635e-08,1.8,3.5,1.5,3.5,2.8,3,1.6,3.4,3.2,1.8,0.2796,0.1606,0.1527,0.1488,0.1148,0.0628,0.0523,0.0263,0.0022,1e-04,0.0336221328638635,8,8,"Forest_disc_NLD100"
4,2,2.39349843846743e-07,4.2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,0.5546,0.4454,NA,NA,NA,NA,NA,NA,NA,NA,2.39349843846743e-07,2,8,"Forest_disc_NLD100"
4,3,3.88258639853954e-30,2.9,4.3,1.5,NA,NA,NA,NA,NA,NA,NA,0.417,0.4169,0.1661,NA,NA,NA,NA,NA,NA,NA,3.88258639853954e-29,3,8,"Forest_disc_NLD100"
4,4,1.07958812430031e-07,4.3,2,3,3.9,NA,NA,NA,NA,NA,NA,0.3846,0.3346,0.1586,0.1221,NA,NA,NA,NA,NA,NA,1.07958812430031e-05,4,8,"Forest_disc_NLD100"
4,5,2.21030018602573e-09,3.6,4.5,2.4,1.6,4,NA,NA,NA,NA,NA,0.3403,0.2702,0.247,0.1424,2e-04,NA,NA,NA,NA,NA,2.21030018602573e-06,5,8,"Forest_disc_NLD100"
4,6,9.90649013288733e-08,4.3,2,3.4,3.1,3.5,4.1,NA,NA,NA,NA,0.4022,0.3475,0.1181,0.0715,0.0409,0.0198,NA,NA,NA,NA,0.000990649013288732,6,8,"Forest_disc_NLD100"
4,7,1.77558444631779e-07,4.2,2,3,4.5,2.8,2.5,3.9,NA,NA,NA,0.4874,0.3788,0.0475,0.0436,0.0321,0.0099,6e-04,NA,NA,NA,0.0177558444631779,7,8,"Forest_disc_NLD100"
4,8,4.7558271941293e-08,4.3,2.6,1.6,2.6,1.7,1.7,1.5,3.6,NA,NA,0.4869,0.2847,0.0787,0.0657,0.0553,0.0286,1e-04,0,NA,NA,4.7558271941293e-05,5,8,"Forest_disc_NLD100"
4,9,5.59660910879318e-09,4.3,2.9,2.4,1.5,1.5,1.6,1.7,2.2,2.6,NA,0.4354,0.3383,0.0492,0.0485,0.0404,0.0388,0.0306,0.0185,3e-04,NA,0.00559660910879318,8,8,"Forest_disc_NLD100"
4,10,4.06593986289567e-10,4.3,2.7,1.5,3.4,1.5,3.7,2.9,3.4,2.4,3.4,0.4109,0.3565,0.1021,0.0616,0.0479,0.0103,0.0083,0.0021,3e-04,1e-04,4.06593986289567e-05,7,8,"Forest_disc_NLD100"
5,2,8.57100835825598e-08,2,3.2,NA,NA,NA,NA,NA,NA,NA,NA,0.5895,0.4105,NA,NA,NA,NA,NA,NA,NA,NA,8.57100835825598e-08,2,8,"Forest_disc_NLD100"
5,3,2.95405449924414e-16,2.4,3.5,1.5,NA,NA,NA,NA,NA,NA,NA,0.6236,0.1936,0.1828,NA,NA,NA,NA,NA,NA,NA,2.95405449924414e-15,3,8,"Forest_disc_NLD100"
5,4,4.02946299386384e-08,1.9,2.7,3.4,3,NA,NA,NA,NA,NA,NA,0.4551,0.2513,0.1641,0.1295,NA,NA,NA,NA,NA,NA,4.02946299386384e-06,4,8,"Forest_disc_NLD100"
5,5,4.19058936962514e-08,2.9,1.9,2,3.5,3.1,NA,NA,NA,NA,NA,0.3795,0.2766,0.2168,0.127,1e-04,NA,NA,NA,NA,NA,4.19058936962514e-05,5,8,"Forest_disc_NLD100"
5,6,2.77320856939007e-08,3.4,2,2.6,1.7,2.4,2.6,NA,NA,NA,NA,0.2558,0.1946,0.1868,0.1813,0.1474,0.034,NA,NA,NA,NA,2.77320856939007e-05,5,8,"Forest_disc_NLD100"
5,7,4.23824291519731e-08,2,3,1.6,3.1,3.5,3.5,3.5,NA,NA,NA,0.4991,0.2604,0.0739,0.0646,0.0593,0.0347,0.008,NA,NA,NA,4.23824291519731e-05,5,8,"Forest_disc_NLD100"
5,8,6.20179236009573e-08,1.9,3,2.1,3.3,3.2,3.4,2.9,3.5,NA,NA,0.3796,0.2068,0.1796,0.0743,0.0648,0.0615,0.022,0.0114,NA,NA,0.0620179236009573,8,8,"Forest_disc_NLD100"
5,9,4.42506418306649e-08,2.1,3.3,2.7,1.5,3,1.7,2.6,3,3.3,NA,0.4942,0.2831,0.0709,0.0463,0.0421,0.0299,0.0267,0.0067,0,NA,0.00442506418306649,7,8,"Forest_disc_NLD100"
5,10,1.36534476878996e-08,2.6,1.8,1.8,2.7,3.5,3.4,3.5,3.5,2.9,2.3,0.4031,0.2448,0.095,0.0603,0.0565,0.0458,0.043,0.0339,0.0177,0,0.000136534476878996,6,8,"Forest_disc_NLD100"
1,2,0.00030706585417561,1,11.8,NA,NA,NA,NA,NA,NA,NA,NA,0.6831,0.317,NA,NA,NA,NA,NA,NA,NA,NA,0.00030706585417561,2,8,"Forest_disc_NLD200"
1,3,1.43080251440185e-31,4.2,1,29.9,NA,NA,NA,NA,NA,NA,NA,0.8926,0.0857,0.0217,NA,NA,NA,NA,NA,NA,NA,1.43080251440185e-30,3,8,"Forest_disc_NLD200"
1,4,8.44704920651265e-33,4.7,2.8,30,1,NA,NA,NA,NA,NA,NA,0.608,0.3574,0.0214,0.0133,NA,NA,NA,NA,NA,NA,8.44704920651265e-31,4,8,"Forest_disc_NLD200"
1,5,9.35773263924928e-33,4.2,1,29.8,30.5,10.1,NA,NA,NA,NA,NA,0.8927,0.0855,0.0173,0.0044,0,NA,NA,NA,NA,NA,9.35773263924928e-31,4,8,"Forest_disc_NLD200"
1,6,3.03723390726142e-09,3.7,7.4,1,30.5,29.9,30.5,NA,NA,NA,NA,0.8614,0.0945,0.0242,0.0199,0,0,NA,NA,NA,NA,3.03723390726142e-07,4,8,"Forest_disc_NLD200"
1,7,3.18079714124838e-31,4.2,1,1.4,30.4,1.1,30.1,27.9,NA,NA,NA,0.8884,0.0605,0.0194,0.012,0.0099,0.0054,0.0045,NA,NA,NA,3.18079714124838e-26,7,8,"Forest_disc_NLD200"
1,8,3.77200923034631e-09,4.2,2.6,4.6,29.8,8,30,1,30.4,NA,NA,0.4413,0.2687,0.256,0.0153,0.0118,0.0066,4e-04,0,NA,NA,0.000377200923034631,7,8,"Forest_disc_NLD200"
1,9,2.67854713718076e-09,3.8,8.2,1,30.5,1,6,7.3,4.5,9.9,NA,0.8758,0.0538,0.0243,0.02,0.0132,0.009,0.0035,3e-04,0,NA,0.000267854713718076,7,8,"Forest_disc_NLD200"
1,10,1.64692879075742e-06,3.6,5.7,1,9,30.5,8.2,28.7,28.4,18.3,13.1,0.6927,0.1424,0.0911,0.0426,0.0161,0.0104,0.0028,0.0015,3e-04,0,16.4692879075742,9,8,"Forest_disc_NLD200"
2,2,1.71409065445985e-08,45.6,69.4,NA,NA,NA,NA,NA,NA,NA,NA,0.5384,0.4616,NA,NA,NA,NA,NA,NA,NA,NA,1.71409065445985e-08,2,8,"Forest_disc_NLD200"
2,3,4.15560538611387e-09,54.7,72.3,40.6,NA,NA,NA,NA,NA,NA,NA,0.4432,0.3074,0.2493,NA,NA,NA,NA,NA,NA,NA,4.15560538611387e-08,3,8,"Forest_disc_NLD200"
2,4,3.76229723462968e-31,52.4,74.3,58.6,35.7,NA,NA,NA,NA,NA,NA,0.4284,0.2373,0.1998,0.1345,NA,NA,NA,NA,NA,NA,3.76229723462968e-29,4,8,"Forest_disc_NLD200"
2,5,5.05767890096641e-09,71.6,54.4,43.5,50.6,37.3,NA,NA,NA,NA,NA,0.3397,0.2992,0.1702,0.1095,0.0814,NA,NA,NA,NA,NA,5.05767890096641e-06,5,8,"Forest_disc_NLD200"
2,6,8.27515399127618e-09,43.3,58.2,70.5,73.8,44.5,64.7,NA,NA,NA,NA,0.378,0.2899,0.1969,0.1118,0.0158,0.0076,NA,NA,NA,NA,8.27515399127618e-05,6,8,"Forest_disc_NLD200"
2,7,2.71513342368124e-09,56.8,41,71.7,76,73.1,65.6,56.2,NA,NA,NA,0.4525,0.2843,0.1343,0.0702,0.0549,0.0035,3e-04,NA,NA,NA,0.000271513342368124,7,8,"Forest_disc_NLD200"
2,8,2.55235264509113e-11,61.3,39.8,52.6,81,76.6,37,45.2,62.3,NA,NA,0.5,0.2183,0.1124,0.0604,0.0463,0.0246,0.024,0.014,NA,NA,2.55235264509113e-05,8,8,"Forest_disc_NLD200"
2,9,5.89663569303896e-09,43.2,63.2,76.3,57.9,72.2,66.8,52.9,66.5,49.6,NA,0.3905,0.2887,0.1008,0.0926,0.0576,0.0349,0.0278,0.007,0,NA,0.00589663569303896,8,8,"Forest_disc_NLD200"
2,10,1.43239693572471e-13,60.2,39.8,81.6,75.3,46.2,59.2,75.1,62.3,42.4,78,0.5095,0.24,0.0492,0.0418,0.0416,0.0407,0.0348,0.0213,0.0197,0.0016,1.43239693572471e-05,10,8,"Forest_disc_NLD200"
3,2,1.05000150074566e-07,1.7,3.3,NA,NA,NA,NA,NA,NA,NA,NA,0.5311,0.4689,NA,NA,NA,NA,NA,NA,NA,NA,1.05000150074566e-07,2,8,"Forest_disc_NLD200"
3,3,2.39014648956824e-30,1.5,2.5,3.5,NA,NA,NA,NA,NA,NA,NA,0.35,0.3348,0.3153,NA,NA,NA,NA,NA,NA,NA,2.39014648956824e-29,3,8,"Forest_disc_NLD200"
3,4,5.02360961705421e-09,3.5,1.5,2.2,2.9,NA,NA,NA,NA,NA,NA,0.3306,0.3169,0.2649,0.0876,NA,NA,NA,NA,NA,NA,5.02360961705421e-07,4,8,"Forest_disc_NLD200"
3,5,2.64816716530434e-08,1.5,3.5,1.8,2.7,3.4,NA,NA,NA,NA,NA,0.2824,0.2031,0.1854,0.1719,0.1572,NA,NA,NA,NA,NA,2.64816716530434e-05,5,8,"Forest_disc_NLD200"
3,6,4.61963426752888e-08,1.6,3.2,3.5,2.4,3.4,2.2,NA,NA,NA,NA,0.4363,0.1592,0.1507,0.1241,0.1194,0.0103,NA,NA,NA,NA,0.000461963426752888,6,8,"Forest_disc_NLD200"
3,7,5.21424806961915e-08,1.6,3.4,3.3,2.6,3.4,2.2,3.5,NA,NA,NA,0.4517,0.1851,0.1256,0.1024,0.0919,0.0407,0.0025,NA,NA,NA,0.000521424806961915,6,8,"Forest_disc_NLD200"
3,8,6.26647657953511e-08,1.6,2.1,3.4,3.3,3.4,3.2,3.3,3.2,NA,NA,0.4031,0.149,0.135,0.1193,0.0841,0.0573,0.0521,0,NA,NA,6.26647657953511e-05,5,8,"Forest_disc_NLD200"
3,9,1.21921370436657e-07,1.6,1.9,3.4,3.3,3.1,3.4,3.3,1.9,3.2,NA,0.3604,0.1772,0.123,0.122,0.1137,0.0924,0.0106,7e-04,0,NA,0.000121921370436657,5,8,"Forest_disc_NLD200"
3,10,6.48522371634462e-08,1.6,3.3,3.3,2,3.4,3.5,3.1,3.3,2.5,3.3,0.4197,0.1303,0.1,0.094,0.0859,0.0577,0.0358,0.0353,0.0349,0.0065,0.00648522371634462,7,8,"Forest_disc_NLD200"
4,2,2.29507274543467e-07,4.2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,0.547,0.453,NA,NA,NA,NA,NA,NA,NA,NA,2.29507274543467e-07,2,8,"Forest_disc_NLD200"
4,3,2.45391806153489e-08,3.3,4.4,1.9,NA,NA,NA,NA,NA,NA,NA,0.3676,0.3309,0.3015,NA,NA,NA,NA,NA,NA,NA,2.45391806153489e-07,3,8,"Forest_disc_NLD200"
4,4,2.74166589377784e-09,3.2,1.8,4.5,3.8,NA,NA,NA,NA,NA,NA,0.3292,0.2722,0.2626,0.136,NA,NA,NA,NA,NA,NA,2.74166589377784e-07,4,8,"Forest_disc_NLD200"
4,5,1.99698444761606e-31,3.2,4.5,1.7,4.1,2.8,NA,NA,NA,NA,NA,0.3331,0.2288,0.228,0.1291,0.0811,NA,NA,NA,NA,NA,1.99698444761606e-28,5,8,"Forest_disc_NLD200"
4,6,1.30611044091659e-07,4,2.1,4.5,1.5,2.2,2.9,NA,NA,NA,NA,0.4271,0.399,0.1406,0.0298,0.003,5e-04,NA,NA,NA,NA,0.00130611044091659,6,8,"Forest_disc_NLD200"
4,7,5.95748613263094e-09,4.5,2.1,3.6,3.7,1.5,3,2.9,NA,NA,NA,0.2517,0.2382,0.1711,0.1527,0.0855,0.0729,0.0279,NA,NA,NA,0.000595748613263094,7,8,"Forest_disc_NLD200"
4,8,8.4890029599237e-09,4.3,2.8,1.6,1.5,1.6,4,1.5,3.9,NA,NA,0.4206,0.4023,0.0979,0.0531,0.0165,0.0051,0.0023,0.0021,NA,NA,8.4890029599237e-05,6,8,"Forest_disc_NLD200"
4,9,6.21857919873164e-08,4.1,2,4.5,2.7,3.7,1.5,2.6,2.6,3.4,NA,0.2946,0.261,0.1522,0.0984,0.0804,0.0476,0.0276,0.0201,0.018,NA,0.0621857919873164,8,8,"Forest_disc_NLD200"
4,10,1.80005130486013e-08,4.3,2.7,1.6,3.9,1.6,1.5,2.3,2.6,2.3,4.5,0.4162,0.3266,0.0883,0.0396,0.0379,0.0334,0.0279,0.0177,0.0093,0.0031,0.0180005130486013,8,8,"Forest_disc_NLD200"
5,2,9.36148121783758e-08,2,3.2,NA,NA,NA,NA,NA,NA,NA,NA,0.5833,0.4166,NA,NA,NA,NA,NA,NA,NA,NA,9.36148121783758e-08,2,8,"Forest_disc_NLD200"
5,3,9.32737743898855e-08,2,3.2,2.7,NA,NA,NA,NA,NA,NA,NA,0.5822,0.4145,0.0033,NA,NA,NA,NA,NA,NA,NA,9.32737743898855e-07,3,8,"Forest_disc_NLD200"
5,4,8.52090636696351e-08,1.9,3.2,2.7,2.4,NA,NA,NA,NA,NA,NA,0.548,0.3677,0.0641,0.0201,NA,NA,NA,NA,NA,NA,8.52090636696351e-06,4,8,"Forest_disc_NLD200"
5,5,6.79403349758259e-08,1.9,3.3,3,2.5,2.7,NA,NA,NA,NA,NA,0.489,0.2218,0.1657,0.1235,0,NA,NA,NA,NA,NA,6.79403349758259e-06,4,8,"Forest_disc_NLD200"
5,6,1.22039300215697e-08,2.2,3.3,1.5,3,3.5,3,NA,NA,NA,NA,0.5401,0.1502,0.1313,0.1077,0.0538,0.017,NA,NA,NA,NA,1.22039300215697e-05,5,8,"Forest_disc_NLD200"
5,7,1.9545016194168e-08,1.7,2.3,2.8,2.9,3.4,3.5,3.4,NA,NA,NA,0.288,0.2584,0.2017,0.0967,0.0784,0.0769,0,NA,NA,NA,0.00019545016194168,6,8,"Forest_disc_NLD200"
5,8,7.68173711695988e-08,1.9,3.2,2.8,2.6,2,2.3,1.9,1.7,NA,NA,0.4803,0.326,0.1049,0.028,0.0233,0.0217,0.0091,0.0068,NA,NA,0.00768173711695988,7,8,"Forest_disc_NLD200"
5,9,6.75818707143021e-08,1.9,3,2.2,3.4,1.9,3.1,3.4,2.5,3.1,NA,0.4184,0.2711,0.0716,0.065,0.0572,0.0382,0.0292,0.0277,0.0215,NA,0.000675818707143021,6,8,"Forest_disc_NLD200"
5,10,5.5149923324687e-08,2.1,3.2,1.5,2.6,2.4,2.1,1.5,1.6,1.5,1.5,0.499,0.3599,0.0351,0.0274,0.0271,0.0146,0.0139,0.0136,0.0052,0.0042,0.00055149923324687,6,8,"Forest_disc_NLD200"
1,2,7.65803996647761e-06,3.7,27.6,NA,NA,NA,NA,NA,NA,NA,NA,0.9479,0.0521,NA,NA,NA,NA,NA,NA,NA,NA,7.65803996647761e-06,2,8,"Forest_disc_DIR50"
1,3,0.00152057796952229,10.8,1,2.1,NA,NA,NA,NA,NA,NA,NA,0.39,0.332,0.2774,NA,NA,NA,NA,NA,NA,NA,0.0152057796952229,3,8,"Forest_disc_DIR50"
1,4,0.00161971011655867,1,10.8,10.8,6,NA,NA,NA,NA,NA,NA,0.4997,0.1728,0.1666,0.1605,NA,NA,NA,NA,NA,NA,0.0161971011655867,3,8,"Forest_disc_DIR50"
1,5,0.00169952449782848,2.1,2.1,10.8,10.8,2.1,NA,NA,NA,NA,NA,0.2771,0.2594,0.1834,0.1564,0.1235,NA,NA,NA,NA,NA,0.00169952449782848,2,8,"Forest_disc_DIR50"
1,6,0.0016173165978535,10.8,10.8,1,1,1,5.6,NA,NA,NA,NA,0.1724,0.1673,0.1665,0.1662,0.1657,0.1619,NA,NA,NA,NA,0.016173165978535,3,8,"Forest_disc_DIR50"
1,7,0.00221096273169983,6.5,1,1,8.6,8.6,8.6,1,NA,NA,NA,0.1783,0.1715,0.171,0.1674,0.167,0.0878,0.0562,NA,NA,NA,0.0221096273169983,3,8,"Forest_disc_DIR50"
1,8,0.0014588925478972,10.8,10.8,1,1,1,10.8,1,3.1,NA,NA,0.1687,0.1687,0.1664,0.166,0.1653,0.0576,0.0537,0.0535,NA,NA,0.014588925478972,3,8,"Forest_disc_DIR50"
1,9,0.00159327129873096,10.7,10.8,2.1,2.1,1,1,1,1,10.8,NA,0.1783,0.1687,0.1678,0.1664,0.093,0.0576,0.0576,0.0562,0.0535,NA,0.159327129873096,4,8,"Forest_disc_DIR50"
1,10,0.00153506061057147,1,1,10.8,3.2,1,1,10.8,10.8,10.8,10.8,0.1687,0.1674,0.1665,0.165,0.0567,0.0558,0.0555,0.0553,0.0549,0.0535,0.0153506061057147,3,8,"Forest_disc_DIR50"
2,2,2.70767798963851e-06,49.2,73.9,NA,NA,NA,NA,NA,NA,NA,NA,0.7163,0.2834,NA,NA,NA,NA,NA,NA,NA,NA,2.70767798963851e-06,2,8,"Forest_disc_DIR50"
2,3,9.21138298196106e-05,45.2,58.2,80.4,NA,NA,NA,NA,NA,NA,NA,0.4831,0.3539,0.166,NA,NA,NA,NA,NA,NA,NA,0.000921138298196106,3,8,"Forest_disc_DIR50"
2,4,1.36572412745687e-06,55.5,77.3,38.3,55.3,NA,NA,NA,NA,NA,NA,0.4994,0.1672,0.1669,0.1661,NA,NA,NA,NA,NA,NA,0.000136572412745687,4,8,"Forest_disc_DIR50"
2,5,3.96589320705832e-05,55.9,45.2,79.6,45.2,31.3,NA,NA,NA,NA,NA,0.5139,0.1673,0.166,0.1132,0.0412,NA,NA,NA,NA,NA,0.00396589320705832,4,8,"Forest_disc_DIR50"
2,6,3.70171030416769e-07,73.9,43.3,44,68.5,56.3,50.9,NA,NA,NA,NA,0.1667,0.1667,0.1667,0.1667,0.1667,0.1667,NA,NA,NA,NA,0.00370171030416769,6,8,"Forest_disc_DIR50"
2,7,0.000371036228070571,75,45.2,44.4,75,45.2,45.2,42.9,NA,NA,NA,0.1681,0.1675,0.1667,0.1667,0.1665,0.1173,0.0535,NA,NA,NA,0.0371036228070571,4,8,"Forest_disc_DIR50"
2,8,0.000594431759885672,45.2,68.1,79.6,45.2,45.2,45.2,38.3,31.4,NA,NA,0.278,0.2058,0.1664,0.1303,0.0668,0.0562,0.0535,0.0508,NA,NA,0.594431759885672,5,8,"Forest_disc_DIR50"
